DeviceID,ClientID,ClientName,DeviceType,DeviceStatus,IssuesReported,ChangeRequestDate,ChangeCompletionDate,UpdateRequired,UpdateStatus,ResolutionTimeDays,CostoReparacion,Country,EfectividadAntesCambio,EfectividadDespuesCambio
D0185,C008,Valeria Rodriguez,camara,Inactivo,No conecta bien,21/05/2023,15/07/2023,si,Completada,55,1974,Mexico,79.74,98.71
D0186,C002,Raul Garcia,gps,En mantenimiento,No reconoce los datos,11/02/2023,10/04/2023,si,Pendiente,58,2700,El Salvador,57.35,86.47
D0187,C003,Andrea Vargas,gps,Activo,Desconexion espontanea,14/09/2023,20/04/2024,si,Completada,219,1858,Saint Vincent y las Granadinas,55.09,97.78
D0188,C006,Fernando Castillo,camara,En mantenimiento,Imagen borrosa,09/09/2023,16/01/2024,no,Completada,129,2476,Surinam,67.75,93.49
D0189,C003,Miguel Sanchez,gps,En mantenimiento,No conecta bien,23/10/2023,19/03/2024,si,Pendiente,148,2137,San Cristobal y Nieves,59.85,82.78
D0190,C010,Fernando Hernandez,camara,En mantenimiento,No reconoce los datos,20/12/2023,11/07/2024,si,Pendiente,204,2993,Cuba,65.35,89.03
D0191,C004,Eduardo Torres,camara,En mantenimiento,Desconexion espontanea,25/12/2023,02/01/2024,no,Completada,8,1510,Santa Lucia,64.25,88.01
D0192,C004,Andrea Ramos,monitor,Inactivo,Imagen borrosa,18/02/2024,16/09/2024,no,Completada,211,2493,Panama,68.76,81.7
D0193,C004,Fernando Garcia,monitor,Activo,No conecta bien,23/10/2024,13/11/2024,si,Pendiente,21,1917,Uruguay,63.02,83.32
D0194,C006,Carlos Mendoza,monitor,Activo,No reconoce los datos,25/09/2024,25/11/2024,si,Pendiente,61,1664,Santa Lucia,50.17,85.62
D0195,C005,Isabel Perez,monitor,Inactivo,Desconexion espontanea,04/10/2023,16/11/2023,si,Pendiente,43,2451,Mexico,77.48,97.63
D0196,C009,Lucia Torres,monitor,Inactivo,Imagen borrosa,10/05/2023,29/12/2024,no,Completada,599,2848,Panama,76.37,87.34
D0197,C008,Carlos Morales,gps,En mantenimiento,No conecta bien,24/08/2023,14/12/2023,no,Completada,112,2286,Costa Rica,75.45,81.41
D0198,C005,Luis Mendoza,camara,Activo,No reconoce los datos,29/03/2023,18/01/2024,si,Completada,295,1923,Saint Kitts y Nevis,56.65,81.91
D0199,C001,Luis Rodriguez,gps,Activo,Desconexion espontanea,29/04/2023,24/03/2024,si,Completada,330,2524,Jamaica,63.64,92.7
D0200,C008,Antonio Gonzalez,gps,En mantenimiento,Imagen borrosa,26/02/2023,14/06/2024,no,Completada,474,2914,Peru,79.07,93.8
D0201,C006,Luis Rodriguez,monitor,Inactivo,No conecta bien,15/06/2024,11/09/2024,no,Completada,88,2438,Panama,62.92,86.23
D0202,C006,Raul Perez,monitor,Inactivo,No reconoce los datos,03/11/2024,03/11/2024,si,Completada,0,2935,San Cristobal y Nieves,52.53,96.16
D0203,C007,Diego Sanchez,camara,Inactivo,Desconexion espontanea,12/04/2024,28/07/2024,no,Completada,107,2066,Peru,70.75,88.62
D0204,C001,Antonio Perez,monitor,En mantenimiento,Imagen borrosa,07/01/2023,24/10/2023,no,Completada,290,1846,Ecuador,75.6,82.71
D0205,C001,Carlos Garcia,camara,Activo,No conecta bien,09/04/2024,18/10/2024,si,Pendiente,192,1654,Saint Kitts y Nevis,57.74,81.46
D0206,C010,Miguel Castillo,monitor,Activo,No reconoce los datos,23/02/2023,16/06/2023,no,Completada,113,1534,Panama,73.45,89.74
D0207,C001,Andrea Sanchez,monitor,Activo,Desconexion espontanea,06/12/2024,17/12/2024,si,Completada,11,2066,Republica Dominicana,53.49,86.8
D0208,C009,Eduardo Morales,monitor,Inactivo,Imagen borrosa,11/06/2024,18/09/2024,no,Completada,99,2066,Argentina,71.09,85.55
D0209,C005,Raul Garcia,camara,Activo,No conecta bien,08/11/2023,09/07/2024,no,Pendiente,244,2057,Santa Lucia,79.44,97.69
D0210,C002,Carlos Torres,gps,En mantenimiento,No reconoce los datos,02/11/2023,01/01/2024,no,Completada,60,2068,Honduras,57.54,81.99
D0211,C002,Isabel Gonzalez,monitor,En mantenimiento,Desconexion espontanea,14/07/2024,15/09/2024,si,Pendiente,63,2695,Mexico,76.98,86.49
D0212,C009,Jorge Diaz,gps,Activo,Imagen borrosa,07/02/2023,30/09/2024,si,Completada,601,2125,Dominica,63.71,97.23
D0213,C009,Ana Ortega,camara,Activo,No conecta bien,22/12/2023,01/05/2024,si,Pendiente,131,2841,Jamaica,52.54,98.31
D0214,C009,Elena Castillo,gps,En mantenimiento,No reconoce los datos,08/06/2024,04/12/2024,si,Completada,179,2920,Mexico,78.11,87.52
D0215,C010,Carlos Lopez,monitor,En mantenimiento,Desconexion espontanea,04/05/2023,21/08/2024,si,Completada,475,2679,Honduras,71.06,86.57
D0216,C008,Maria Vargas,gps,Inactivo,Imagen borrosa,04/07/2023,05/10/2023,no,Pendiente,93,2152,Republica Dominicana,73.21,97.57
D0217,C005,Sofia Torres,camara,En mantenimiento,No conecta bien,10/05/2023,17/01/2024,no,Pendiente,252,2034,San Cristobal y Nieves,57.87,93.5
D0218,C002,Andrea Diaz,gps,En mantenimiento,No reconoce los datos,03/11/2023,10/03/2024,si,Pendiente,128,2204,Chile,55.74,88.3
D0219,C006,Alejandra Morales,gps,En mantenimiento,Desconexion espontanea,16/05/2023,17/11/2024,si,Completada,551,2067,Republica Dominicana,74.03,95.04
D0220,C002,Valeria Castillo,camara,Activo,Imagen borrosa,10/03/2024,05/05/2024,si,Pendiente,56,2279,Surinam,70.73,81.32
D0221,C008,Fernando Castillo,gps,Inactivo,No conecta bien,10/01/2023,05/04/2024,no,Pendiente,451,2231,Mexico,66.71,98.2
D0222,C001,Luis Garcia,camara,Inactivo,No reconoce los datos,04/05/2023,10/08/2023,no,Pendiente,98,2907,Paraguay,58.66,91.06
D0223,C006,Antonio Sanchez,camara,Activo,Desconexion espontanea,26/03/2024,05/05/2024,no,Pendiente,40,1901,Argentina,55.33,96.26
D0224,C007,Antonio Mendoza,monitor,En mantenimiento,Imagen borrosa,14/12/2024,28/12/2024,no,Completada,14,2806,Antigua y Barbuda,68.24,82.91
D0225,C002,Antonio Hernandez,monitor,Activo,No conecta bien,11/10/2023,08/11/2023,no,Completada,28,1783,Trinidad y Tobago,68.42,94.03
D0226,C006,Mariana Cruz,camara,Activo,No reconoce los datos,18/01/2024,05/11/2024,no,Completada,292,1525,Paraguay,69.76,99.86
D0227,C003,Ana Diaz,gps,Inactivo,Desconexion espontanea,14/03/2024,20/11/2024,no,Completada,251,1865,Ecuador,78.94,89.92
D0228,C001,Diego Flores,camara,Activo,Imagen borrosa,15/04/2024,21/05/2024,si,Pendiente,36,2539,Nicaragua,77.17,86.48
D0229,C008,Maria Gonzalez,camara,Inactivo,No conecta bien,02/10/2023,07/10/2024,no,Pendiente,371,2891,Barbados,73.95,91.12
D0230,C008,Luis Morales,monitor,Activo,No reconoce los datos,15/03/2023,30/05/2024,no,Completada,442,2339,Mexico,77.4,96.03
D0231,C009,Elena Sanchez,monitor,Activo,Desconexion espontanea,05/09/2024,16/09/2024,no,Pendiente,11,2455,Nicaragua,77.31,90.19
D0232,C004,Isabel Torres,monitor,Inactivo,Imagen borrosa,01/06/2024,10/06/2024,si,Completada,9,2370,Saint Vincent y las Granadinas,77.84,91.63
D0233,C001,Andrea Hernandez,camara,Activo,No conecta bien,03/06/2023,14/04/2024,si,Pendiente,316,2261,Granada,61.02,96.28
D0234,C010,Alejandra Ramos,camara,En mantenimiento,No reconoce los datos,26/01/2024,02/09/2024,si,Completada,220,2264,Guyana,76.65,82.34
D0235,C003,Andrea Castillo,gps,Activo,Desconexion espontanea,02/05/2023,14/08/2023,no,Pendiente,104,2942,Guatemala,64.67,96.16
D0236,C007,Valeria Diaz,gps,Activo,Imagen borrosa,22/04/2024,13/12/2024,no,Pendiente,235,1539,Santa Lucia,57.09,92.78
D0237,C006,Carlos Torres,camara,Inactivo,No conecta bien,18/05/2023,09/07/2024,no,Completada,418,2365,Surinam,62.65,91.33
D0238,C009,Antonio Gomez,gps,Activo,No reconoce los datos,22/06/2023,26/10/2023,no,Pendiente,126,2060,Granada,57.94,81.9
D0239,C007,Gabriel Hernandez,camara,Activo,Desconexion espontanea,06/11/2024,26/11/2024,si,Pendiente,20,1701,Republica Dominicana,52.06,84.97
D0240,C002,Juan Torres,gps,Activo,Imagen borrosa,24/10/2023,01/05/2024,no,Completada,190,2275,Guatemala,57.33,97.46
D0241,C010,Sofia Ramos,camara,Inactivo,No conecta bien,16/02/2024,02/04/2024,si,Completada,46,2527,Colombia,53.72,96.75
D0242,C002,Diego Garcia,gps,En mantenimiento,No reconoce los datos,07/07/2024,19/07/2024,no,Completada,12,1999,Jamaica,74.45,97.96
D0243,C008,Andrea Cruz,monitor,Inactivo,Desconexion espontanea,17/11/2024,28/12/2024,no,Pendiente,41,1933,San Cristobal y Nieves,67.42,89.83
D0244,C006,Miguel Ramirez,gps,Inactivo,Imagen borrosa,19/11/2024,31/12/2024,si,Pendiente,42,2482,Uruguay,73.37,94.81
D0245,C010,Paula Gonzalez,gps,Inactivo,No conecta bien,04/08/2024,12/11/2024,no,Completada,100,2203,Belice,73.59,97.47
D0246,C010,Francisco Gonzalez,gps,En mantenimiento,No reconoce los datos,19/05/2023,02/11/2023,no,Completada,167,2776,Saint Kitts y Nevis,59.62,80.34
D0247,C003,Eduardo Martinez,gps,Activo,Desconexion espontanea,03/02/2023,20/11/2024,si,Completada,656,1861,Guyana,75.08,94.85
D0248,C009,Ana Rodriguez,monitor,En mantenimiento,Imagen borrosa,01/02/2024,28/12/2024,si,Pendiente,331,2150,Jamaica,75.74,83.32
D0249,C004,Carlos Vargas,camara,Inactivo,No conecta bien,29/05/2023,23/01/2024,no,Completada,239,2614,Guyana,73.66,83.56
D0250,C009,Gabriel Diaz,gps,Activo,No reconoce los datos,30/04/2024,08/11/2024,no,Pendiente,192,1627,Venezuela,59.6,92.44
D0251,C003,Carmen Gonzalez,monitor,En mantenimiento,Desconexion espontanea,18/01/2023,25/12/2024,no,Completada,707,1739,Chile,59.74,98.59
D0252,C005,Eduardo Castillo,gps,Inactivo,Imagen borrosa,14/03/2023,22/11/2023,si,Completada,253,1510,Mexico,71.59,85.8
D0253,C001,Jorge Castillo,camara,Inactivo,No conecta bien,25/10/2023,13/10/2024,no,Pendiente,354,1614,Bahamas,60.24,85.27
D0254,C008,Lucia Rodriguez,monitor,Inactivo,No reconoce los datos,04/12/2024,31/12/2024,no,Completada,27,2099,Guyana,50.56,83.95
D0255,C005,Luis Ramirez,gps,En mantenimiento,Desconexion espontanea,26/03/2023,02/07/2023,no,Completada,98,2961,Antigua y Barbuda,66.74,81.5
D0256,C004,Paula Garcia,gps,En mantenimiento,Imagen borrosa,25/06/2024,06/10/2024,no,Completada,103,2204,Venezuela,69.3,93.55
D0257,C009,Lucia Gomez,gps,En mantenimiento,No conecta bien,19/11/2024,22/12/2024,si,Pendiente,33,1974,Saint Kitts y Nevis,51.88,81.23
D0258,C006,Raul Flores,gps,En mantenimiento,No reconoce los datos,16/04/2024,16/08/2024,no,Completada,122,2413,Santa Lucia,51.08,86.11
D0259,C008,Elena Gomez,gps,Inactivo,Desconexion espontanea,26/11/2024,29/11/2024,si,Completada,3,1946,Cuba,50.33,95.82
D0260,C004,Carmen Lopez,camara,Inactivo,Imagen borrosa,03/05/2024,22/07/2024,no,Pendiente,80,2764,Paraguay,67.51,96.9
D0261,C006,Raul Diaz,camara,Activo,No conecta bien,14/12/2023,24/12/2023,si,Pendiente,10,1992,Paraguay,64.74,90.22
D0262,C007,Juan Morales,gps,En mantenimiento,No reconoce los datos,04/08/2023,08/10/2023,no,Pendiente,65,1813,Mexico,61.32,96.21
D0263,C009,Alejandra Martinez,camara,En mantenimiento,Desconexion espontanea,27/09/2024,23/10/2024,no,Completada,26,1918,Bolivia,75.17,96.72
D0264,C009,Antonio Martinez,camara,En mantenimiento,Imagen borrosa,28/12/2023,21/12/2024,no,Completada,359,1519,Jamaica,51.55,91.7
D0265,C005,Elena Perez,monitor,Activo,No conecta bien,09/07/2023,24/11/2024,si,Pendiente,504,2782,San Cristobal y Nieves,58.6,84.52
D0266,C002,Maria Cruz,gps,Activo,No reconoce los datos,09/07/2024,11/10/2024,si,Completada,94,2219,Costa Rica,50.1,95.6
D0267,C007,Jorge Ramirez,monitor,Inactivo,Desconexion espontanea,29/12/2024,29/12/2024,no,Pendiente,0,2595,Granada,59.76,99.47
D0268,C010,Luis Sanchez,gps,Inactivo,Imagen borrosa,27/11/2023,28/07/2024,no,Completada,244,2609,Antigua y Barbuda,71.36,86.34
D0269,C006,Ana Torres,camara,Inactivo,No conecta bien,14/12/2023,31/07/2024,no,Pendiente,230,2881,Argentina,72.66,96.19
D0270,C009,Jorge Lopez,monitor,Inactivo,No reconoce los datos,16/08/2023,29/01/2024,si,Pendiente,166,2075,Jamaica,62.98,86.92
D0271,C003,Francisco Ramirez,camara,Inactivo,Desconexion espontanea,18/08/2023,24/09/2024,si,Pendiente,403,2311,Colombia,50.73,82.9
D0272,C009,Lucia Garcia,gps,Inactivo,Imagen borrosa,02/09/2023,11/04/2024,no,Completada,222,2753,Republica Dominicana,75.95,84.08
D0273,C002,Raul Gomez,gps,En mantenimiento,No conecta bien,24/11/2023,20/12/2023,no,Pendiente,26,2652,Panama,79.55,85.6
D0274,C006,Sofia Ramirez,monitor,Activo,No reconoce los datos,29/04/2024,24/08/2024,no,Pendiente,117,2231,Barbados,65.73,91.37
D0275,C008,Elena Ramos,gps,Inactivo,Desconexion espontanea,04/06/2023,22/11/2024,no,Pendiente,537,1558,Bahamas,69.26,82.48
D0276,C002,Lucia Martinez,gps,Activo,Imagen borrosa,15/02/2024,21/09/2024,si,Pendiente,219,2681,Santa Lucia,55.31,96.42
D0277,C008,Fernando Gomez,monitor,Activo,No conecta bien,29/03/2024,09/11/2024,si,Completada,225,1971,Saint Kitts y Nevis,61.43,99.04
D0278,C006,Carlos Castillo,gps,Activo,No reconoce los datos,01/08/2024,25/08/2024,no,Completada,24,1923,Guatemala,63.8,87.29
D0279,C009,Alejandra Vargas,gps,Activo,Desconexion espontanea,28/05/2024,24/10/2024,si,Pendiente,149,2552,El Salvador,60.47,89.53
D0280,C007,Mariana Gonzalez,camara,En mantenimiento,Imagen borrosa,30/07/2023,01/09/2023,no,Pendiente,33,1803,Santa Lucia,51.3,88
D0281,C005,Antonio Morales,monitor,Activo,No conecta bien,08/06/2023,31/08/2023,si,Completada,84,2961,Ecuador,77.25,80.09
D0282,C008,Gabriel Sanchez,gps,Inactivo,No reconoce los datos,19/06/2023,26/04/2024,no,Completada,312,1503,Barbados,78.76,86.31
D0283,C008,Valeria Mendoza,camara,En mantenimiento,Desconexion espontanea,27/03/2024,10/11/2024,no,Completada,228,1850,Saint Lucia,60.7,91.64
D0284,C002,Elena Perez,camara,En mantenimiento,Imagen borrosa,07/05/2024,08/05/2024,si,Pendiente,1,2184,Saint Kitts y Nevis,72.46,82.5
D0285,C003,Raul Flores,camara,En mantenimiento,No conecta bien,08/11/2023,18/08/2024,si,Pendiente,284,2148,Chile,58.83,89.25
D0286,C003,Francisco Garcia,camara,En mantenimiento,No reconoce los datos,26/02/2023,19/05/2023,si,Completada,82,1587,Nicaragua,59.26,92.11
D0287,C007,Gabriel Perez,monitor,En mantenimiento,Desconexion espontanea,28/08/2023,16/09/2024,si,Completada,385,1732,Bolivia,66.45,93.78
D0288,C005,Elena Martinez,monitor,Activo,Imagen borrosa,19/06/2024,26/10/2024,si,Pendiente,129,2800,Belice,54.12,95.79
D0289,C009,Andrea Ortega,gps,En mantenimiento,No conecta bien,14/03/2024,13/11/2024,si,Completada,244,2091,Santa Lucia,75.06,84.28
D0290,C008,Elena Ramos,camara,Inactivo,No reconoce los datos,02/03/2024,26/07/2024,si,Completada,146,1868,Guyana,72.31,84.64
D0291,C002,Alejandra Martinez,gps,Activo,Desconexion espontanea,10/03/2023,19/10/2023,si,Pendiente,223,2749,Santa Lucia,52.15,88.98
D0292,C004,Maria Vargas,monitor,Inactivo,Imagen borrosa,01/07/2024,12/07/2024,no,Pendiente,11,2718,Guatemala,63.97,88.79
D0293,C010,Gabriel Gomez,gps,En mantenimiento,No conecta bien,18/06/2024,07/08/2024,si,Completada,50,1959,Santa Lucia,77.42,93.01
D0294,C003,Sofia Ramos,monitor,En mantenimiento,No reconoce los datos,16/07/2024,30/11/2024,no,Completada,137,2804,Nicaragua,58.26,91.64
D0295,C007,Eduardo Martinez,monitor,Activo,Desconexion espontanea,19/05/2024,23/10/2024,si,Pendiente,157,2516,Dominica,79.92,97.91
D0296,C008,Isabel Vargas,camara,Activo,Imagen borrosa,06/10/2023,31/10/2023,si,Completada,25,2270,Venezuela,62.18,85.1
D0297,C007,Diego Sanchez,monitor,Inactivo,No conecta bien,29/05/2024,22/09/2024,no,Pendiente,116,1974,Guatemala,77.28,89.96
D0298,C001,Valeria Torres,gps,En mantenimiento,No reconoce los datos,28/03/2024,31/03/2024,si,Pendiente,3,1924,Panama,70.57,90.82
D0299,C008,Paula Mendoza,camara,Activo,Desconexion espontanea,17/02/2024,10/12/2024,si,Pendiente,297,2823,Antigua y Barbuda,58.87,97.05
D0300,C002,Eduardo Gonzalez,gps,En mantenimiento,Imagen borrosa,21/03/2023,28/06/2024,no,Pendiente,465,2255,San Cristobal y Nieves,50.83,92.56
D0301,C002,Gabriel Vargas,camara,Activo,No conecta bien,21/08/2024,04/11/2024,no,Completada,75,2882,Panama,63.61,89.67
D0302,C008,Elena Perez,camara,En mantenimiento,No reconoce los datos,30/12/2024,30/12/2024,no,Completada,0,2404,Santa Lucia,70.53,97.35
D0303,C007,Diego Martinez,monitor,Activo,Desconexion espontanea,20/12/2023,17/10/2024,no,Completada,302,2992,Argentina,59.09,83.33
D0304,C003,Miguel Torres,gps,En mantenimiento,Imagen borrosa,26/02/2023,25/10/2023,si,Completada,241,2340,Costa Rica,55.87,90.4
D0305,C003,Diego Cruz,monitor,En mantenimiento,No conecta bien,11/12/2024,11/12/2024,no,Pendiente,0,2276,Mexico,50.94,88.67
D0306,C002,Diego Ramirez,monitor,Inactivo,No reconoce los datos,09/03/2023,13/03/2024,no,Pendiente,370,2994,El Salvador,55.75,95.89
D0307,C009,Jorge Hernandez,gps,En mantenimiento,Desconexion espontanea,17/03/2023,06/07/2024,si,Completada,477,2427,Argentina,61.06,87.01
D0308,C009,Isabel Sanchez,gps,Activo,Imagen borrosa,30/06/2023,10/09/2024,no,Completada,438,2466,Granada,56.4,86.97
D0309,C008,Sofia Ramirez,gps,En mantenimiento,No conecta bien,10/06/2023,29/02/2024,si,Pendiente,264,2749,Saint Lucia,72.61,98.75
D0310,C006,Diego Diaz,camara,Activo,No reconoce los datos,19/10/2023,13/12/2024,no,Pendiente,421,2716,Saint Kitts y Nevis,62.93,81.04
D0311,C005,Eduardo Torres,camara,Activo,Desconexion espontanea,27/08/2024,20/12/2024,si,Completada,115,2145,Venezuela,64.18,86.28
D0312,C007,Andrea Cruz,monitor,En mantenimiento,Imagen borrosa,06/10/2023,18/12/2023,no,Completada,73,2646,Cuba,60.04,95.71
D0313,C004,Diego Torres,gps,Inactivo,No conecta bien,18/01/2023,27/12/2023,no,Pendiente,343,1846,Jamaica,70.52,93.17
D0314,C007,Isabel Ramirez,camara,Activo,No reconoce los datos,16/04/2023,14/05/2024,no,Completada,394,2328,Bolivia,54.57,93.85
D0315,C005,Antonio Gonzalez,monitor,Activo,Desconexion espontanea,04/03/2024,19/06/2024,no,Pendiente,107,1740,Guyana,73.74,95.82
D0316,C003,Maria Torres,gps,En mantenimiento,Imagen borrosa,14/04/2023,17/04/2023,no,Completada,3,1819,Republica Dominicana,58.74,80.89
D0317,C005,Valeria Sanchez,camara,Activo,No conecta bien,16/06/2024,22/07/2024,no,Completada,36,2979,Antigua y Barbuda,76.14,81.39
D0318,C003,Jorge Flores,monitor,En mantenimiento,No reconoce los datos,08/03/2023,24/05/2024,si,Pendiente,443,2983,Honduras,64.17,97.64
D0319,C001,Isabel Diaz,camara,Inactivo,Desconexion espontanea,26/03/2024,07/07/2024,no,Pendiente,103,2554,San Cristobal y Nieves,50.97,97.62
D0320,C004,Mariana Perez,gps,Inactivo,Imagen borrosa,20/06/2024,09/07/2024,si,Completada,19,2355,Trinidad y Tobago,59.07,96.64
D0321,C003,Raul Gonzalez,gps,Activo,No conecta bien,19/01/2024,20/10/2024,no,Pendiente,275,2011,Bolivia,58.73,92.72
D0322,C009,Elena Gomez,gps,Inactivo,No reconoce los datos,22/09/2024,14/12/2024,no,Pendiente,83,2250,Chile,77.58,89.5
D0323,C004,Fernando Flores,camara,Activo,Desconexion espontanea,19/01/2023,11/05/2023,no,Pendiente,112,2776,Costa Rica,71.57,92.9
D0324,C006,Antonio Rodriguez,gps,Inactivo,Imagen borrosa,03/02/2024,28/10/2024,no,Pendiente,268,2936,Peru,69.93,86.47
D0325,C008,Ana Torres,gps,En mantenimiento,No conecta bien,14/07/2023,16/07/2024,no,Pendiente,368,1768,El Salvador,50.89,80.86
D0326,C009,Alejandra Hernandez,gps,Inactivo,No reconoce los datos,07/04/2023,21/05/2023,no,Pendiente,44,2761,Peru,51.12,82
D0327,C010,Diego Perez,monitor,Inactivo,Desconexion espontanea,11/08/2023,12/07/2024,si,Completada,336,2983,Nicaragua,65.96,95
D0328,C006,Luis Mendoza,camara,Inactivo,Imagen borrosa,18/03/2023,20/10/2024,no,Pendiente,582,2019,Panama,67.48,85.32
D0329,C002,Gabriel Vargas,gps,Inactivo,No conecta bien,30/10/2023,30/12/2023,no,Pendiente,61,2669,Trinidad y Tobago,55.75,82.09
D0330,C004,Mariana Morales,gps,Inactivo,No reconoce los datos,17/11/2023,21/12/2023,si,Completada,34,2921,Bahamas,73.46,82.81
D0331,C010,Lucia Ortega,gps,Inactivo,Desconexion espontanea,18/06/2024,23/10/2024,si,Pendiente,127,1560,Belice,56.11,87.66
D0332,C005,Raul Perez,camara,Activo,Imagen borrosa,29/04/2023,31/08/2024,no,Completada,490,2740,Bolivia,55.33,88.87
D0333,C002,Isabel Morales,monitor,Activo,No conecta bien,16/08/2024,10/11/2024,no,Pendiente,86,2421,Nicaragua,72.82,93.03
D0334,C002,Diego Diaz,camara,Activo,No reconoce los datos,01/06/2024,13/09/2024,si,Completada,104,2988,Saint Lucia,50.9,95.1
D0335,C002,Jorge Ramirez,camara,Activo,Desconexion espontanea,17/07/2024,30/08/2024,no,Completada,44,1575,Venezuela,57.66,90.05
D0336,C007,Andrea Gonzalez,monitor,Activo,Imagen borrosa,25/06/2024,30/12/2024,si,Pendiente,188,2007,Guatemala,63.81,97.9
D0337,C010,Maria Hernandez,monitor,Activo,No conecta bien,30/08/2024,01/09/2024,no,Completada,2,2585,Brasil,75.51,98.9
D0338,C007,Antonio Gonzalez,camara,Activo,No reconoce los datos,06/04/2023,17/06/2024,si,Completada,438,2518,Jamaica,64.79,91.2
D0339,C008,Alejandra Gonzalez,camara,Inactivo,Desconexion espontanea,26/10/2023,09/07/2024,si,Completada,257,2708,Bahamas,76.2,92.08
D0340,C004,Elena Garcia,camara,Activo,Imagen borrosa,02/02/2023,15/02/2024,no,Completada,378,1746,Ecuador,70.09,94.34
D0341,C004,Luis Martinez,gps,En mantenimiento,No conecta bien,27/06/2024,19/10/2024,si,Pendiente,114,2219,Mexico,73.81,81.31
D0342,C003,Lucia Hernandez,camara,Inactivo,No reconoce los datos,09/06/2023,21/07/2023,si,Completada,42,3000,Chile,61.52,88.9
D0343,C010,Carlos Gonzalez,monitor,En mantenimiento,Desconexion espontanea,21/10/2024,24/11/2024,si,Pendiente,34,1838,Argentina,61.98,82.36
D0344,C009,Luis Castillo,gps,Inactivo,Imagen borrosa,16/10/2024,28/12/2024,si,Pendiente,73,2688,Bahamas,76.17,81.9
D0345,C001,Ana Ortega,monitor,En mantenimiento,No conecta bien,21/10/2023,14/04/2024,si,Pendiente,176,1745,Costa Rica,79.26,92.81
D0346,C010,Paula Gonzalez,camara,Inactivo,No reconoce los datos,05/06/2024,25/08/2024,si,Pendiente,81,1930,Jamaica,68.99,94.65
D0347,C009,Andrea Gonzalez,camara,Activo,Desconexion espontanea,28/10/2023,02/11/2024,no,Pendiente,371,2706,Bahamas,61.24,88.11
D0348,C010,Maria Castillo,camara,En mantenimiento,Imagen borrosa,28/06/2023,31/08/2024,si,Pendiente,430,2869,Santa Lucia,55.97,84.48
D0349,C003,Diego Flores,camara,Activo,No conecta bien,22/09/2023,30/12/2024,si,Completada,465,1502,Bolivia,69.59,84.32
D0350,C008,Jorge Mendoza,gps,Activo,No reconoce los datos,09/07/2023,04/04/2024,si,Pendiente,270,1587,Paraguay,67.01,82.76
D0351,C007,Valeria Cruz,gps,Inactivo,Desconexion espontanea,05/02/2023,09/01/2024,si,Completada,338,2037,Chile,57.15,87.92
D0352,C003,Raul Flores,monitor,Activo,Imagen borrosa,02/07/2023,19/04/2024,no,Pendiente,292,2955,Paraguay,63.32,92.55
D0353,C007,Luis Mendoza,monitor,Activo,No conecta bien,15/07/2024,06/09/2024,si,Pendiente,53,2502,Jamaica,53.85,85.21
D0354,C003,Paula Garcia,camara,Activo,No reconoce los datos,21/04/2024,12/09/2024,si,Completada,144,1761,Argentina,71.5,83.9
D0355,C005,Maria Castillo,monitor,Activo,Desconexion espontanea,21/04/2024,12/11/2024,no,Completada,205,2275,Argentina,78.89,80.14
D0356,C007,Maria Gonzalez,monitor,En mantenimiento,Imagen borrosa,31/01/2023,24/12/2023,si,Completada,327,1658,Honduras,75.48,81.52
D0357,C003,Gabriel Diaz,monitor,Inactivo,No conecta bien,13/07/2023,25/01/2024,no,Completada,196,2759,Antigua y Barbuda,54.39,88.53
D0358,C009,Fernando Torres,monitor,Inactivo,No reconoce los datos,29/07/2023,18/04/2024,si,Pendiente,264,1654,Santa Lucia,56.31,89.88
D0359,C008,Carlos Ramirez,monitor,Activo,Desconexion espontanea,04/02/2024,01/11/2024,no,Pendiente,271,2208,Mexico,69.76,80.1
D0360,C002,Ana Sanchez,gps,Inactivo,Imagen borrosa,22/11/2023,14/06/2024,si,Completada,205,2575,Jamaica,50.43,87.43
D0361,C010,Alejandra Cruz,camara,Inactivo,No conecta bien,11/05/2024,20/05/2024,no,Completada,9,2170,Honduras,57.99,89.15
D0362,C002,Elena Torres,gps,Activo,No reconoce los datos,12/01/2023,01/01/2024,si,Pendiente,354,2359,Saint Lucia,79.03,83.36
D0363,C004,Valeria Perez,gps,Inactivo,Desconexion espontanea,27/08/2023,03/12/2024,si,Pendiente,464,1632,Argentina,79.85,90.05
D0364,C005,Miguel Cruz,gps,Activo,Imagen borrosa,19/12/2024,31/12/2024,no,Completada,12,2699,Colombia,65.55,97.79
D0365,C010,Isabel Ramirez,camara,Activo,No conecta bien,19/01/2024,31/10/2024,no,Pendiente,286,1923,Dominica,62.56,97.68
D0366,C007,Carmen Sanchez,camara,En mantenimiento,No reconoce los datos,14/06/2023,18/03/2024,si,Pendiente,278,2849,Costa Rica,64.89,94.39
D0367,C001,Carmen Garcia,camara,En mantenimiento,Desconexion espontanea,15/09/2024,24/12/2024,si,Completada,100,2719,Belice,52.18,80.36
D0368,C005,Gabriel Castillo,gps,Inactivo,Imagen borrosa,16/05/2023,07/12/2024,no,Completada,571,2112,Ecuador,56.1,97.89
D0369,C006,Juan Rodriguez,gps,Inactivo,No conecta bien,09/01/2024,14/01/2024,si,Pendiente,5,1998,Chile,76.54,98.62
D0370,C008,Elena Mendoza,camara,Activo,No reconoce los datos,20/09/2024,14/11/2024,no,Completada,55,2292,El Salvador,63.42,87.55
